device,in_ch,out_ch,batch_size,input_resolution,precision,groups_mode,2.0,3.0,5.0,7.0,9.0,11.0,norm_2,norm_3,norm_5,norm_7,norm_9,norm_11,winograd_signal
nvidia_geforce_gtx_1080_ti_beagle,16.0,16.0,1.0,64.0,fp32,dense,0.17237424850463867,0.09195685386657715,0.0945436954498291,0.09487271308898926,0.1415717601776123,0.21366357803344727,0.04309356212615967,0.010217428207397461,0.003781747817993164,0.001936177818142638,0.001747799508365584,0.0017658146944912996,False
nvidia_geforce_gtx_1080_ti_beagle,16.0,16.0,1.0,64.0,fp32,depthwise,0.11726260185241699,0.06987571716308594,0.0697934627532959,0.06900548934936523,0.06887197494506836,0.14503002166748047,0.029315650463104248,0.0077639685736762155,0.002791738510131836,0.0014082752928441884,0.0008502712956181278,0.0011985952203924005,False
nvidia_geforce_gtx_1080_ti_beagle,16.0,16.0,1.0,64.0,fp32_cpu,dense,0.7736444473266602,0.8455824851989746,1.1005914211273193,1.6087126731872559,3.7802040576934814,4.7119176387786865,0.19341111183166504,0.09395360946655273,0.044023656845092775,0.03283087088137257,0.04666918589745039,0.038941468089080056,False
nvidia_geforce_gtx_1080_ti_beagle,16.0,16.0,1.0,64.0,fp32_cpu,depthwise,0.5084359645843506,0.36579012870788574,0.38445591926574707,0.47829151153564453,1.6306519508361816,2.3409605026245117,0.12710899114608765,0.04064334763420953,0.015378236770629883,0.00976105125582948,0.020131505565878786,0.019346781013425716,False
nvidia_geforce_gtx_1080_ti_beagle,16.0,16.0,1.0,64.0,int8,dense,0.9859788417816162,0.8858871459960938,1.4471375942230225,2.0764172077178955,2.7984869480133057,3.284052610397339,0.24649471044540405,0.09843190511067708,0.0578855037689209,0.042375861381997865,0.03454922158041118,0.027140930664440815,False
nvidia_geforce_gtx_1080_ti_beagle,16.0,16.0,1.0,64.0,int8,depthwise,0.960468053817749,0.5947542190551758,0.7272577285766602,0.9186387062072754,0.7583701610565186,0.9514248371124268,0.24011701345443726,0.06608380211724176,0.029090309143066408,0.01874772869810766,0.009362594580944673,0.007863015182747329,False
nvidia_geforce_gtx_1080_ti_beagle,16.0,16.0,1.0,128.0,fp32,dense,0.18456578254699707,0.09273648262023926,0.09520769119262695,0.12624621391296387,0.31525254249572754,0.6182873249053955,0.04614144563674927,0.01030405362447103,0.0038083076477050783,0.0025764533451625277,0.0038920066974781177,0.00510981260252393,False
nvidia_geforce_gtx_1080_ti_beagle,16.0,16.0,1.0,128.0,fp32,depthwise,0.1514577865600586,0.07013916969299316,0.0971829891204834,0.16350030899047852,0.2980160713195801,0.41303277015686035,0.03786444664001465,0.0077932410769992405,0.003887319564819336,0.003336740999805684,0.0036792107570318526,0.0034134939682385155,False
nvidia_geforce_gtx_1080_ti_beagle,16.0,16.0,8.0,64.0,fp32,dense,0.21439671516418457,0.0930023193359375,0.11062502861022949,0.25160789489746094,0.6309258937835693,0.9437835216522217,0.05359917879104614,0.010333591037326388,0.0044250011444091795,0.0051348549979073664,0.007789208565229251,0.007799863815307617,False
nvidia_geforce_gtx_1080_ti_beagle,16.0,16.0,8.0,64.0,fp32,depthwise,0.15639185905456543,0.06995081901550293,0.11961579322814941,0.1914668083190918,0.36918044090270996,0.46817898750305176,0.03909796476364136,0.00777231322394477,0.004784631729125977,0.0039074858840630975,0.00455778322102111,0.0038692478306037335,False
nvidia_geforce_gtx_1080_ti_beagle,16.0,16.0,8.0,128.0,fp32,dense,0.21497130393981934,0.1258373260498047,0.40001392364501953,0.8566880226135254,2.3066627979278564,3.3777356147766113,0.053742825984954834,0.013981925116644965,0.01600055694580078,0.017483429032929088,0.0284773184929365,0.02791517037005464,True
